country,year,continent,life_expectancy,population,co2_emissions,electric_power_consumption,forest_area,individuals_using_the_internet,military_expenditure,people_practicing_open_defecation,people_using_at_least_basic_drinking_water_services,beer_consumption_per_capita
Cyprus,2020,Europe,81.391,1237537,5.471998009,,18.67207792,90.80194644,1.936981023,0,99.76517216,
Czechia,2000,Europe,74.96829268,10255063,12.01065269,5493.85153,34.13083991,9.780527888,1.877356956,0,99.80612464,7.63301
Czechia,2001,Europe,75.17317073,10216605,12.01181802,5703.816739,34.15683965,14.69717212,1.751249558,0,99.80582697,7.44423
Czechia,2002,Europe,75.22195122,10196916,11.6241027,5892.172595,34.18283939,23.93,1.824406968,0,99.81139548,7.55363
Czechia,2003,Europe,75.17073171,10193998,12.04336087,5894.233119,34.20883914,34.3,1.892764044,0,99.816976,7.61316
Czechia,2004,Europe,75.72195122,10197101,12.10540157,6074.849142,34.23927,35.5,1.713703173,0,99.82257596,7.53285
Czechia,2005,Europe,75.92439024,10211216,11.750804,6230.398228,34.2652731,35.27,1.790083772,0,99.82820011,7.6495
Czechia,2006,Europe,76.52439024,10238905,11.77860313,6357.421095,34.29571521,47.93,1.575906158,0,99.83384369,7.43356
Czechia,2007,Europe,76.72439024,10298828,12.00330783,6528.53015,34.32172168,51.93,1.430914735,0,99.83950014,7.41986
Czechia,2008,Europe,76.97560976,10384603,11.39282817,6518.217413,34.35217504,62.97,1.232471567,0,99.84517803,7.29073
Czechia,2009,Europe,77.07804878,10443936,10.64445418,6489.126257,34.37818488,64.43,1.310564143,0,99.85087849,7.00957
Czechia,2010,Europe,77.42439024,10474410,10.71659406,6139.35206,34.40864949,68.82,1.194772181,0,99.85659774,6.72
Czechia,2011,Europe,77.87317073,10496088,10.4010178,6348.424398,34.43716172,70.49,1.077836499,0,99.86233747,6.64
Czechia,2012,Europe,78.07560976,10510785,10.09153928,6298.727678,34.46567396,73.43000782,1.063216817,0,99.86818744,6.93
Czechia,2013,Europe,78.17560976,10514272,9.620257259,6304.571923,34.4986532,74.1104,1.01508372,0,99.87411204,6.87
Czechia,2014,Europe,78.82439024,10525347,9.264302843,6284.790806,34.52716913,74.23171164,0.966227818,0,99.88001359,6.88
Czechia,2015,Europe,78.57804878,10546059,9.400668002,6258.891037,34.5601606,75.6688387,0.946582096,0,99.88009269,6.87
Czechia,2016,Europe,79.02682927,10566332,9.747753525,,34.57907007,76.4811987,0.996128103,0,99.8801724,6.88
Czechia,2017,Europe,78.97804878,10594438,9.773987068,,34.60251263,78.71917285,0.956655422,0,99.88026044,6.77
Czechia,2018,Europe,79.02926829,10629928,9.66462802,,34.62595519,80.68816754,1.088449481,0,99.88035845,6.77
Czechia,2019,Europe,79.22926829,10671870,9.156117906,,34.65141732,80.86694441,1.15229255,0,99.88046889,6.77
Czechia,2020,Europe,78.22682927,10697858,8.304017496,,34.67799193,81.33889705,1.322449949,0,99.88058826,
Denmark,2000,Europe,76.59268293,5339616,9.850895645,6508.513381,14.29,39.17243086,1.457444051,0,100.0000023,5.74827
Denmark,2001,Europe,76.79268293,5358783,10.12356724,6482.488628,14.327225,42.95752472,1.53238072,0,100.0000011,5.56085
Denmark,2002,Europe,76.89512195,5375931,10.01500952,6490.092993,14.36445,64.25,1.508149852,0,99.99999546,5.47469
Denmark,2003,Europe,77.14390244,5390574,10.98769807,6533.752014,14.401675,76.26,1.46685125,0,100.0000011,5.46981
Denmark,2004,Europe,77.49268293,5404523,9.941672844,6602.63638,14.4389,80.93,1.423704234,0,99.99999774,5.10118
Denmark,2005,Europe,77.84390244,5419432,9.262963492,6615.569959,14.476125,82.74,1.31148864,0,100.0000011,5.04888
Denmark,2006,Europe,78.09512195,5437272,10.69102319,6659.000427,14.51335,86.65,1.377492183,0,100,4.91805
Denmark,2007,Europe,78.19512195,5461438,9.779475634,6824.745939,14.550575,85.03,1.307247052,0,100.0000033,4.76388
Denmark,2008,Europe,78.44634146,5493621,9.125129139,6668.390266,14.5878,85.02,1.355004524,0,100.0000022,4.51206
Denmark,2009,Europe,78.59756098,5523095,8.678105357,6534.12385,14.625025,86.84,1.350178625,0,100.0000011,4.1285
Denmark,2010,Europe,79.1,5547683,8.673891232,6219.701092,14.66225,88.72,1.398621787,0,100.0000022,3.86
Denmark,2011,Europe,79.8,5570572,7.73708669,6327.506456,14.8532,89.81001339,1.313531285,0,100,3.81
Denmark,2012,Europe,80.05121951,5591572,6.835287325,6165.97362,15.04415,92.26001172,1.351818973,0,99.99999782,3.55
Denmark,2013,Europe,80.3,5614932,7.116737849,6038.552307,15.2351,94.6297,1.227252,0,99.99999783,3.48
Denmark,2014,Europe,80.7,5643475,6.347153074,6039.432,15.42605,95.99,1.149273286,0,99.99999892,3.57
Denmark,2015,Europe,80.70243902,5683483,5.929462754,5858.801536,15.617,96.33050162,1.111446012,0,99.99999785,3.45
Denmark,2016,Europe,80.85365854,5728010,6.169734341,,15.6165,96.96778525,1.147637617,0,99.9999967,3.56
Denmark,2017,Europe,81.10243902,5764980,5.756134453,,15.64,97.09936216,1.138233254,0,99.99999994,3.44
Denmark,2018,Europe,80.95365854,5793636,5.718912959,,15.664,97.31920437,1.277539272,0,100,3.45
Denmark,2019,Europe,81.45121951,5814422,5.107386426,,15.6875,98.04643475,1.295092381,0,100,3.42
Denmark,2020,Europe,81.60243902,5831404,4.691237308,,15.711,96.54914573,1.375348945,0,99.99999671,
Ecuador,2000,South_America,72.761,12681123,1.738804994,634.7798432,55.28466742,1.462188536,1.452075953,13.91233815,82.30737004,1.34402
Ecuador,2001,South_America,73.078,12914660,1.877711066,634.8806805,55.00188839,2.670443674,1.569375982,13.12171368,83.03977494,1.50132
Ecuador,2002,South_America,73.371,13143465,1.838936694,646.8617834,54.71910936,4.260796915,1.768891985,12.3806742,83.78532812,1.63828
Ecuador,2003,South_America,73.641,13369678,1.844472234,688.4790274,54.43633033,4.460228345,2.278553365,11.67124613,84.50497189,1.75698
Ecuador,2004,South_America,73.887,13596390,1.925511132,715.7988397,54.1535513,4.834442638,1.940332799,10.96583086,85.22428189,1.81954
Ecuador,2005,South_America,74.112,13825839,2.041105738,823.8216174,53.87077227,5.994255161,2.298402791,10.26461644,85.94305143,1.92202
Ecuador,2006,South_America,74.319,14059379,2.143053343,794.5268276,53.58799324,7.2,2.029825877,9.567571061,86.66128075,2.10241
Ecuador,2007,South_America,74.514,14296554,2.14317376,862.4847513,53.30521421,10.8,2.56823582,8.874330967,87.37936524,2.17043
Ecuador,2008,South_America,74.705,14535740,2.1801436,952.8170215,53.02243517,18.8,2.665041736,8.185239066,88.09690181,2.39637
Ecuador,2009,South_America,74.895,14774412,2.335118311,1077.413327,52.73965614,24.6,3.117418088,7.500267776,88.81389282,2.62405
Ecuador,2010,South_America,75.089,15011114,2.481494711,1104.950911,52.45687711,29.03,3.010551292,6.819246968,89.53052651,2.67
Ecuador,2011,South_America,75.289,15243885,2.433762684,1137.95685,52.28856499,31.36680836,3.095110057,6.146488612,90.24070076,2.78
Ecuador,2012,South_America,75.495,15474099,2.396908547,1212.026987,52.12025286,35.13514645,2.945452865,5.479792218,90.94651335,2.88
Ecuador,2013,South_America,75.707,15707473,2.52745943,1277.037196,51.95194073,40.27912194,2.875890683,4.815871921,91.6523303,2.96
Ecuador,2014,South_America,75.923,15951832,2.620388632,1329.367238,51.7836286,45.59039067,2.739230809,4.154824209,92.35797104,2.99
Ecuador,2015,South_America,76.143,16212022,2.56106243,1376.393633,51.61531648,48.94043379,2.616074159,3.496447184,93.0637795,2.99
Ecuador,2016,South_America,76.763,16439585,2.420480809,,51.3565389,54.06292473,2.5147668,3.404080469,93.76941473,2.51
Ecuador,2017,South_America,76.972,16696944,2.308763807,,51.09776131,55.8,2.361263384,2.830029956,94.31313766,2.28
Ecuador,2018,South_America,77.094,17015672,2.366829826,,50.83898373,57.5,2.351887153,2.315791343,94.66226561,2.32
Ecuador,2019,South_America,77.297,17343740,2.285055011,,50.58020615,59.2,2.183632409,1.893227131,95.01122463,2.32
Ecuador,2020,South_America,72.153,17588595,1.957575349,,50.32142857,70.7,2.373122496,1.473821227,95.35976471,
Egypt,2000,Africa,68.357,67515591,1.726119823,885.3137569,0.057933598,0.290445278,2.569767478,1.568,97.585,0.05941
Egypt,2001,Africa,68.602,68831561,1.665079192,941.8565261,0.059480637,0.641265038,2.55126514,1.746299448,97.88826659,0.06231
Egypt,2002,Africa,68.796,70152662,1.806061187,976.9646224,0.060126576,0.838945611,2.98556856,1.643425465,97.97025777,0.06656
Egypt,2003,Africa,68.961,71485044,1.810728443,1028.770654,0.060772515,2.719999715,3.278454797,1.540654993,98.05218056,0.07103
Egypt,2004,Africa,69.116,72826102,1.826542965,1078.952963,0.061418454,4.037885107,3.17728527,1.437988337,98.13405103,0.07547
Egypt,2005,Africa,69.271,74172073,1.948172596,1146.635584,0.062064393,11.92,2.877531237,1.335425288,98.21585572,0.08461
Egypt,2006,Africa,69.434,75523576,2.147938562,1190.272786,0.062710332,12.75,2.714220407,1.232966031,98.29760753,0.1022
Egypt,2007,Africa,69.608,76873670,2.22117664,1261.963549,0.063356271,13.66,2.606218603,1.130610309,98.37929106,0.10749
Egypt,2008,Africa,69.788,78232124,2.34430544,1333.29136,0.06400221,16.03,2.379634675,1.028699537,98.46026211,0.11247
Egypt,2009,Africa,69.971,79636081,2.38509982,1424.56825,0.064648149,18.01,2.180785485,0.926979943,98.54089121,0.11056
Egypt,2010,Africa,70.159,81134789,2.436192983,1470.56458,0.065294088,20,2.032645043,0.825209204,98.62161863,0.11
Egypt,2011,Africa,70.349,82761244,2.42033575,1537.256725,0.065940027,21.6,1.952967042,0.723400576,98.70241581,0.11
Egypt,2012,Africa,70.543,84529251,2.434305307,1576.039626,0.062480285,25.6,1.837025559,0.621543054,98.78330921,0.11
Egypt,2013,Africa,70.736,86422240,2.487785551,1685.818794,0.059020543,26.4,1.648175793,0.362394552,98.86391957,0.11
Egypt,2014,Africa,70.928,88404652,2.419103472,1685.468926,0.055560802,29.4,1.610056977,0.276837318,98.94469919,0.11
Egypt,2015,Africa,71.117,90424668,2.423232509,1684.911332,0.05210106,33.89460391,1.689694836,0.191124016,99.0256283,0.11
El_Salvador,2000,North_America,68.875,5887930,0.956193433,588.7250177,32.52316602,1.177397269,0.840331038,9.826603509,78.22559135,0.98624
El_Salvador,2001,North_America,69.162,5927001,0.990382826,614.9869309,32.30598456,1.5,1.090670039,9.733238578,78.42946957,1.00782
El_Salvador,2002,North_America,69.432,5962139,0.996286745,626.6238187,32.08880309,1.9,1.13023873,9.64021261,79.67577805,1.0289
El_Salvador,2003,North_America,69.68,5994075,1.086072535,667.2102076,31.87162162,2.5,0.841381285,9.024064223,80.91674247,1.01623
El_Salvador,2004,North_America,69.908,6023801,1.108934347,693.685014,31.65444015,3.2,0.810214431,8.417347871,82.15260864,1.03158
El_Salvador,2005,North_America,70.124,6052124,1.13018176,690.0958382,31.43725869,4.2,0.904204654,7.820611048,83.38168679,0.90537
El_Salvador,2006,North_America,70.333,6079395,1.190907939,755.4372647,31.22007722,5.5,0.888131106,7.233322188,84.60455338,0.97146
El_Salvador,2007,North_America,70.542,6105810,1.24962947,817.0220885,31.00289575,6.11,0.973444825,6.649092558,85.83407011,0.99897
El_Salvador,2008,North_America,70.756,6131767,1.126918203,882.1106454,30.78571429,10.08,0.961811831,6.037335551,87.13356096,0.95487
El_Salvador,2009,North_America,70.978,6157678,1.084824479,855.7076614,30.56853282,12.11,1.078878211,5.442231406,88.40943161,0.91212
El_Salvador,2010,North_America,71.21,6183877,1.057588947,846.0981558,30.35135135,15.9,1.089553727,4.863270535,89.66189951,0.92
El_Salvador,2011,North_America,71.449,6210567,1.091687798,857.0674999,30.13416988,18.9,1.088061495,4.300105654,90.89085701,0.93
El_Salvador,2012,North_America,71.692,6237922,1.085297312,880.5959263,29.91698842,20.32138772,1.048809627,3.752678142,92.09562675,1
El_Salvador,2013,North_America,71.935,6266076,1.030948242,915.6895517,29.69980695,23.1093,1.079989232,3.220857996,93.27569745,1.04
El_Salvador,2014,North_America,72.175,6295124,1.046841993,958.9733671,29.48262548,24.76171215,1.035254877,2.704180875,94.43129093,1.07
El_Salvador,2015,North_America,72.412,6325121,1.106698196,937.0744722,29.26544402,26.80260496,1.056819966,2.202425267,95.56213774,1.16
El_Salvador,2016,North_America,72.025,6250510,1.139922982,,29.04826255,28.99707305,1.023502951,1.985096321,96.2074761,1.26
El_Salvador,2017,North_America,72.311,6266654,1.012486089,,28.83108108,33.8207289,1.044469401,1.549508123,96.80501289,1.38
El_Salvador,2018,North_America,72.555,6276342,1.090587479,,28.61389961,43.8,1.132207279,1.127301483,97.38221093,1.5
El_Salvador,2019,North_America,72.559,6280217,1.25994054,,28.39671815,50.49119407,1.180009621,0.782103873,97.82034809,1.5
El_Salvador,2020,North_America,71.061,6292731,1.013280244,,28.17953668,54.60136976,1.4000724,0.505755409,98.03050896,
Eritrea,2000,Africa,55.273,2292413,0.279181805,78.66231164,11.07386139,0.136711941,32.65567119,82.72894201,46.81421436,0.5324
Eritrea,2001,Africa,55.864,2374721,0.29477147,75.03011019,11.04257426,0.157815289,22.13679156,81.49133177,47.1204241,0.50872
Eritrea,2002,Africa,56.5,2481059,0.274076516,81.6938074,11.01128713,0.227090138,20.67187836,80.24562936,47.44092522,0.48517
Eritrea,2003,Africa,57.191,2600972,0.265285439,87.05959834,10.98,0.298,20.86574531,78.99247712,47.77522216,0.46302
Eritrea,2004,Africa,57.932,2719809,0.250017559,89.58189477,9.140320769,0.341,24.772,77.73193028,48.12341765,0.61412
Eritrea,2005,Africa,58.707,2826653,0.212265186,86.4031261,9.11098558,0.374,28.443,76.46518898,48.48440644,0.72133
Eritrea,2006,Africa,59.487,2918209,0.17819148,85.61362148,9.086474152,0.407,29.492,75.19118454,48.85949384,0.60023
Eritrea,2007,Africa,60.243,2996540,0.17019629,79.50081711,9.058220229,0.41,30.993,73.91166455,49.24695178,0.4557
Eritrea,2008,Africa,60.952,3062782,0.146925243,81.76096431,9.030254666,0.47,31.18,72.6250009,49.64870222,0.40799
Eritrea,2009,Africa,61.602,3119920,0.150644888,79.01313251,9.003251617,0.54,31.484,71.56416898,49.81032358,0.51277
Eritrea,2010,Africa,62.193,3170437,0.157706966,83.33547014,8.977483792,0.61,31.496,70.50200083,49.97738165,0.68
Eritrea,2011,Africa,62.732,3213969,0.177350806,85.79258948,8.949616385,0.7,31.514,69.4379508,50.15052544,0.68
Eritrea,2012,Africa,63.238,3237242,0.190763128,89.29768769,8.924026107,0.8,31.522,68.37260703,50.32917266,0.52
Eritrea,2013,Africa,63.726,3247345,0.195035548,92.92010348,8.900342223,0.9,31.562,68.03420584,50.7051267,0.52
Eritrea,2014,Africa,64.201,3251206,0.196288983,95.07983201,8.875197116,0.99,31.563,67.69357799,51.08356381,0.52
Eritrea,2015,Africa,64.664,3333645,0.194446714,96.63457996,8.845245978,1.083733116,31.5683,67.35015798,51.46509353,0.52
Eritrea,2016,Africa,66.289,3365287,0.172496432,,8.819973667,1.17711872,0,67.00394546,51.84971602,0.46
Eritrea,2017,Africa,66.577,3396933,0.171174998,,8.79432689,1.30890698,0,0,0,0.45
Eritrea,2018,Africa,67.067,3445374,0.19669853,,8.767757211,0,0,0,0,0.42
Eritrea,2019,Africa,67.3,3498818,0.199267295,,8.741453809,8.832308384,0,0,0,0.42
Eritrea,2020,Africa,67.133,3555868,0.198657543,,8.71821524,14.17998705,0,0,0,
Estonia,2000,Europe,70.41707317,1396985,10.68014331,4460.368108,52.81646615,28.57695381,1.376327115,0,99.24483789,4.19342
Estonia,2001,Europe,70.25853659,1388115,11.07977365,4540.492561,53.04560038,31.52748977,1.502214462,0,99.26304546,4.62198
Estonia,2002,Europe,70.90487805,1379350,10.83843826,4680.447946,53.27473461,41.52,1.667129501,0,99.28125303,4.99
Estonia,2003,Europe,71.31707317,1370720,12.35846893,4767.462935,53.50386884,45.32,1.743049295,0,99.29946061,4.75
Estonia,2004,Europe,71.9097561,1362550,12.49128506,5158.602778,53.73300307,53.2,1.699689225,0,99.31766818,6.04
Estonia,2005,Europe,72.56829268,1354775,12.71797866,5429.525522,53.9621373,61.45,1.450919932,0,99.33587575,6.48
Estonia,2006,Europe,72.69146341,1346810,11.86507343,5531.545829,54.19127153,63.51,1.388422436,0,99.35408333,6.5
Estonia,2007,Europe,72.81463415,1340680,14.90288476,5869.424789,54.42040576,66.19,1.657582134,0,99.75177694,5.85062
Estonia,2008,Europe,73.77073171,1337090,13.76122746,6277.411463,54.64953999,70.58,1.765049691,0,99.75082802,5.37419
Estonia,2009,Europe,74.82439024,1334515,11.27750545,6364.56783,54.87867422,72.5,1.78893839,0,99.74987911,5.07324
Estonia,2010,Europe,75.42926829,1331475,14.26988866,5975.953811,55.10780845,74.1,1.686470067,0,99.74892504,5.87
Estonia,2011,Europe,76.22926829,1327439,13.68801133,6506.318181,55.50879925,76.5,1.664010243,0,99.74796417,5.98
Estonia,2012,Europe,76.32682927,1322696,12.7693736,6314.414448,55.90979004,78.38992593,1.88357958,0,99.74803318,6.19
Estonia,2013,Europe,77.14146341,1317997,14.65860673,6689.367776,54.91175523,80.0043,1.896666618,0,99.74913035,6.38
Estonia,2014,Europe,77.03414634,1314545,13.64730803,6664.658569,55.30278353,84.24152803,1.912785931,0,99.75021782,6.14
Estonia,2015,Europe,77.5902439,1315407,11.81383402,6732.367473,55.69381182,88.4097035,2.011335173,0,99.75130757,6
Estonia,2016,Europe,77.64146341,1315790,12.08946716,,55.69933287,87.24023275,2.069164366,0,99.91523918,5.69
Estonia,2017,Europe,78.09268293,1317384,12.73243033,,57.03859649,88.10245687,2.009766509,0,99.93914833,4.93
Estonia,2018,Europe,78.24390244,1321977,11.88893604,,57.03859649,89.35700777,2.00908712,0,99.96315938,3.61
Estonia,2019,Europe,78.64634146,1326898,7.582120103,,57.03859649,90.2289282,2.049363018,0,99.98728731,4
Estonia,2020,Europe,78.59512195,1329522,5.338399816,,57.03859649,89.05828666,2.293829971,0,99.99999772,
Ethiopia,2000,Africa,51.941,66224809,0.053756289,23.00172227,18.5285,0.015263767,7.613843906,77.08181502,18.08544545,0.18324
Ethiopia,2001,Africa,52.595,68159422,0.064554538,22.75582252,18.4555,0.037162381,4.349020778,74.02507493,19.71258531,0.19746
Ethiopia,2002,Africa,53.349,70142090,0.065153465,26.570061,18.3825,0.072402262,3.719388099,70.97453741,21.32915594,0.15873
Ethiopia,2003,Africa,54.211,72170581,0.069557428,26.23246613,18.3095,0.105811659,3.238842734,67.93219674,22.9331683,0.1369
Ethiopia,2004,Africa,55.174,74239508,0.071794656,28.62662281,16.15855367,0.155334521,3.072650407,64.89757396,24.52526667,0.20095
Ethiopia,2005,Africa,56.223,76346310,0.066145963,30.77876001,16.0938364,0.219659819,2.761551436,61.87080584,26.10543909,0.20578
Ethiopia,2006,Africa,57.334,78489205,0.068799271,33.53141756,16.02896339,0.310592657,2.266537384,58.85152533,27.67426894,0.28402
Ethiopia,2007,Africa,58.467,80674343,0.073877268,37.4828615,15.96402992,0.37,1.86327402,55.83274958,29.24049791,0.29066
Ethiopia,2008,Africa,59.581,82916236,0.078271761,39.56648274,15.9002326,0.45,1.489809217,52.74309695,30.89480764,0.29127
Ethiopia,2009,Africa,60.645,85233923,0.076612691,40.99317774,15.8352641,0.54,1.184802596,49.66892809,32.53496042,0.28366
Ethiopia,2010,Africa,61.627,87639962,0.073824767,42.15457735,15.77082944,0.75,1.133586485,46.60942146,34.16251912,0.28
Ethiopia,2011,Africa,62.505,90139928,0.083647726,48.29988402,15.70608869,1.1,1.090707444,43.56597714,35.77622585,0.32
Ethiopia,2012,Africa,63.281,92726982,0.091451262,52.5516284,15.64130888,2.9,0.86836209,40.53834893,37.37702642,0.41
Ethiopia,2013,Africa,63.961,95385793,0.105676114,57.21096369,15.5767636,4.6,0.806417117,37.53364479,38.95491589,0.43
Ethiopia,2014,Africa,64.547,98094264,0.125797367,64.05566078,15.51254422,7.7,0.768411101,34.54544412,40.51947671,0.5
Ethiopia,2015,Africa,65.048,100835453,0.127832027,69.1987454,15.44784411,13.85517556,0.705413868,31.57458485,42.0700672,0.59
Ethiopia,2016,Africa,64.392,105293228,0.144807034,,15.38289762,15.36692386,0.68356721,31.03088426,42.96515862,0.77
Ethiopia,2017,Africa,64.838,108197950,0.146790212,,15.31829055,15.6,0.675310716,28.33565583,44.40849742,0.84
Ethiopia,2018,Africa,65.412,111129438,0.153230326,,15.25348958,15.9,0.645850963,25.65690083,45.83816087,0.92
Ethiopia,2019,Africa,65.838,114120594,0.155169189,,15.18867857,16.15232553,0.579949537,22.99518906,47.25397856,0.92
Ethiopia,2020,Africa,65.371,117190911,0.154431772,,15.12398953,16.42294727,0.521685786,20.35129516,48.65534768,
Finland,2000,Europe,77.46585366,5176209,10.64485611,15075.86719,73.69132276,37.24846174,1.241147504,0,99.99999765,4.27
Finland,2001,Europe,77.96585366,5188008,11.77523242,15305.40981,73.62446568,43.10536335,1.144512833,0,100.0000023,4.37
Finland,2002,Europe,78.1195122,5200598,12.1985969,15709.88325,73.55760859,62.43,1.154637229,0,99.99999532,4.43
Finland,2003,Europe,78.36829268,5213014,13.75595751,16140.06697,73.4907515,69.22,1.446857263,0,99.9999965,4.37
Finland,2004,Europe,78.71463415,5228172,12.94525129,16445.57256,73.42389442,72.39,1.470163565,0,99.99999767,4.57
Finland,2005,Europe,78.81707317,5246096,10.57167065,16777.56585,73.35703733,74.48,1.467190429,0,99.99999884,4.59
Finland,2006,Europe,79.21463415,5266268,12.72627915,16117.89033,73.40585972,79.66,1.444766675,0,99.99999884,4.57
Finland,2007,Europe,79.26341463,5288720,12.30921631,17215.03729,73.34372061,80.78,1.290887944,0,100,4.7
Finland,2008,Europe,79.56829268,5313399,10.6636072,17160.86312,73.32256663,83.67,1.394917394,0,99.99999771,4.62
Finland,2009,Europe,79.7195122,5338871,10.14821304,16349.23333,73.25555775,82.49,1.560742356,0,100.0000034,4.54
Finland,2010,Europe,79.87073171,5363352,11.65875348,15243.11039,73.18854886,86.89,1.49175816,0,100,4.47
Finland,2011,Europe,80.47073171,5388272,10.22962444,16484.09428,73.30086544,88.70999491,1.489408984,0,99.99999774,4.61
Finland,2012,Europe,80.62682927,5413971,9.126387978,15710.97376,73.41077364,89.87999797,1.526584659,0,100.0000011,4.27
Finland,2013,Europe,80.97560976,5438972,9.22784648,15689.22331,73.52068183,91.5144,1.533860935,0,100.0000011,4.28
Finland,2014,Europe,81.1804878,5461512,8.451871908,15510.8355,73.63059002,86.53039275,1.451930187,0,100.0000034,4.17
Finland,2015,Europe,81.4804878,5479531,7.814537356,15249.98938,73.73564542,86.42213333,1.449960972,0,99.99999666,4.13
Finland,2016,Europe,81.42926829,5495303,8.31624753,,73.73564542,87.70364996,1.419652626,0,99.99999656,4.11
Finland,2017,Europe,81.63170732,5508214,7.809318955,,73.73321927,87.46892907,1.351297608,0,100,4.04
Finland,2018,Europe,81.73414634,5515525,8.049188427,,73.73321927,88.88996,1.362534374,0,99.99999776,3.97
Finland,2019,Europe,81.98292683,5521606,7.423039601,,73.73079327,89.60738511,1.353717616,0,100,3.76
Finland,2020,Europe,81.93170732,5529543,6.570145128,,73.72836744,92.17027106,1.425822768,0,100,
France,2000,Europe,79.05609756,60912500,6.125507901,7149.298107,27.91987099,14.30792394,2.085018245,0,99.89732981,2.31
France,2001,Europe,79.15853659,61357432,6.1399245,7224.526985,28.12642106,26.32590355,2.03069529,0,99.90584458,2.36
France,2002,Europe,79.26097561,61805266,6.003048171,7342.256436,28.33297112,30.18,2.04625799,0,99.91418762,2.25
France,2003,Europe,79.11463415,62244880,6.052063904,7299.248579,28.52389357,36.14,2.095680413,0,99.92236993,2.29
France,2004,Europe,80.16341463,62704901,6.024888047,7529.551025,28.74607126,39.15,2.104350835,0,99.93039734,2.24
France,2005,Europe,80.16341463,63179356,6.025069386,7661.490447,28.95315008,42.87,2.023706919,0,99.93825616,2.31
France,2006,Europe,80.81219512,63621376,5.840018106,7652.863698,29.15970392,46.87,1.9750983,0,99.94596129,2.4
France,2007,Europe,81.11219512,64016227,5.667781492,7540.29589,29.36625776,66.09,1.907528634,0,99.9535018,2.33
France,2008,Europe,81.21463415,64374979,5.561011371,7513.57933,29.5728116,70.68,1.897075896,0,99.96089742,2.18
France,2009,Europe,81.41463415,64707035,5.312096451,7643.451037,29.77936544,71.58,2.098147335,0,99.96814699,2.25
France,2010,Europe,81.66341463,65027505,5.348198409,7338.042919,29.98591927,77.28,1.969419353,0,99.97524196,2.18
France,2011,Europe,82.11463415,65342789,5.128951791,7734.727021,30.13823218,77.81999899,1.891406214,0,99.98217792,2.1
France,2012,Europe,81.96829268,65659814,5.154142128,7232.978684,30.29054509,81.44,1.8710806,0,99.98896576,2.15
France,2013,Europe,82.2195122,65998685,5.12979914,7363.423235,30.442858,81.9198,1.849875918,0,99.99558687,1.8
France,2014,Europe,82.7195122,66312067,4.616052854,7367.843768,30.59517091,83.75,1.862961439,0,100,2.26
France,2015,Europe,82.32195122,66548272,4.677807228,6939.943525,30.74748382,78.00603771,1.872258281,0,100,2.16
France,2016,Europe,82.57317073,66724104,4.703475673,,30.89979673,79.26981132,1.917282368,0,99.99999747,2.21
France,2017,Europe,82.57560976,66918020,4.747916929,,31.05210964,80.50245972,1.908642012,0,100,2.3
France,2018,Europe,82.67560976,67158348,4.570517428,,31.20442255,82.04318678,1.843008723,0,99.9999994,2.43
France,2019,Europe,82.82682927,67388001,4.460164948,,31.35673546,83.33974409,1.836461471,0,100,2.52
France,2020,Europe,82.17560976,67571107,3.953682452,,31.50904837,84.70640914,2.002840116,0,99.99999807,
Gabon,2000,Africa,58.264,1228359,4.949693046,903.2090191,91.97811154,1.216140618,1.801452248,2.17878626,80.86852914,5.86904
Gabon,2001,Africa,57.968,1258008,4.952273753,880.0358853,91.9584779,1.347620222,1.793952098,2.173783455,81.14049899,6.0272
Gabon,2002,Africa,57.791,1288310,4.62621577,899.8352952,91.93884426,1.939530106,1.783170277,2.168140136,81.39898485,5.32027
Gabon,2003,Africa,57.759,1319946,4.878987517,926.0193587,91.91921062,2.659586594,1.668327933,2.161915828,81.64372062,4.80281
Gabon,2004,Africa,57.885,1353788,4.498488798,936.4019437,91.89957698,2.9790698,1.613166169,2.155150932,81.87491809,4.78071
Gabon,2005,Africa,58.181,1390550,4.357987805,915.9484351,91.87994334,4.89326475,1.248682169,2.147908153,82.09230292,5.19939
Gabon,2006,Africa,58.641,1430144,3.803812803,916.1842436,91.8603097,5.489200803,1.28261921,2.140184693,82.29702978,5.35845
Gabon,2007,Africa,59.229,1472565,3.354690664,945.3593484,91.84067606,5.767004576,1.216745279,2.132042416,82.48880187,5.55757
Gabon,2008,Africa,59.904,1518538,3.470443269,969.7364802,91.82104242,7.5,1.446485551,2.123473807,82.66875326,5.90594
Gabon,2009,Africa,60.637,1568925,3.314371184,981.8654522,91.80140878,9.5,1.321734875,2.11458961,82.8356437,5.68578
Gabon,2010,Africa,61.4,1624146,3.546479337,942.6836847,91.78177514,13,1.871622566,2.105356327,82.99105522,5.6
Gabon,2011,Africa,62.168,1684629,3.431022623,957.4262412,91.73566189,18,1.46243423,2.095836275,83.13467666,5.35
Gabon,2012,Africa,62.924,1749677,3.200590683,966.9784861,91.68954865,24,1.619804648,2.086014922,83.26759908,5.29
Gabon,2013,Africa,63.648,1817070,3.186448492,988.7539243,91.6434354,30.53803344,1.604047179,2.076008574,83.3885703,5.56
Gabon,2014,Africa,64.318,1883801,3.163816156,1079.760273,91.59732216,38.07120929,1.144818396,2.066054631,83.49452443,6.41
Gabon,2015,Africa,64.913,1947690,3.142183759,1167.851594,91.55120891,45.78453653,1.185025608,2.056236816,83.85848655,6.37
